,nose,left_eye_inner,left_eye,left_eye_outer,right_eye_inner,right_eye,right_eye_outer,left_ear,right_ear,mouth_left,mouth_right,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_pinky,right_pinky,left_index,right_index,left_thumb,right_thumb,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,left_heel,right_heel,left_foot_index,right_foot_index,exercise
420,"[392.1614456176758, 633.717041015625, -490.59505462646484]","[396.3740587234497, 623.7034225463867, -451.13525390625]","[399.19256687164307, 624.326286315918, -451.2257385253906]","[401.9198799133301, 624.9329376220703, -451.1924362182617]","[384.8577690124512, 620.6893920898438, -463.9888381958008]","[379.6106815338135, 619.4647979736328, -464.1379165649414]","[374.6691083908081, 618.6111450195312, -464.12132263183594]","[403.1954097747803, 628.6127471923828, -237.6654815673828]","[367.37847805023193, 620.8909225463867, -295.7433891296387]","[394.7256374359131, 646.3245391845703, -407.97386169433594]","[381.94042682647705, 644.1358184814453, -425.2105712890625]","[421.26015186309814, 694.7215270996094, -92.22850799560547]","[319.3949818611145, 669.2086791992188, -225.3941535949707]","[475.3249454498291, 739.7382354736328, -286.7954635620117]","[261.75315141677856, 707.1727752685547, -513.1017684936523]","[507.66401767730713, 703.7471008300781, -646.9995880126953]","[285.5558681488037, 675.2372741699219, -830.3099822998047]","[520.4849338531494, 691.0214233398438, -692.6396179199219]","[293.8858652114868, 660.4792785644531, -893.5355377197266]","[514.2449998855591, 682.8426361083984, -690.0016021728516]","[301.98092222213745, 655.5508422851562, -864.6060943603516]","[507.2429323196411, 688.3366394042969, -655.0672912597656]","[302.20839500427246, 659.761962890625, -826.1911773681641]","[365.7148218154907, 816.0529327392578, 55.31161308288574]","[305.1758408546448, 804.0297698974609, -54.85644340515137]","[402.05883979797363, 832.2589874267578, -669.1489410400391]","[295.6471538543701, 806.3853454589844, -750.1505279541016]","[363.2778739929199, 935.4381561279297, -363.78833770751953]","[282.68073320388794, 922.3715972900391, -433.55377197265625]","[348.6362957954407, 945.5261993408203, -337.0647430419922]","[282.2570514678955, 934.234619140625, -410.2846145629883]","[385.0353527069092, 969.0555572509766, -540.6954193115234]","[268.33911180496216, 954.8414611816406, -602.9378128051758]",squat
421,"[391.3286304473877, 642.1446228027344, -472.73345947265625]","[395.84619998931885, 632.684211730957, -434.1107177734375]","[398.619647026062, 633.2252883911133, -434.19490814208984]","[401.4085865020752, 633.7726593017578, -434.16019439697266]","[384.5529842376709, 629.5870971679688, -448.529052734375]","[379.2212677001953, 628.1919479370117, -448.68900299072266]","[374.02005672454834, 627.0825958251953, -448.67286682128906]","[402.827410697937, 637.2573089599609, -223.7881851196289]","[366.22727394104004, 628.5538864135742, -288.41724395751953]","[393.61653327941895, 654.7190856933594, -392.52342224121094]","[381.3115882873535, 652.0406341552734, -411.3522720336914]","[419.624605178833, 701.8741607666016, -78.43062400817871]","[317.6297664642334, 677.6120758056641, -225.90160369873047]","[473.57090950012207, 745.6763458251953, -255.93704223632812]","[259.5254588127136, 714.27490234375, -514.3412017822266]","[504.41948890686035, 712.6349639892578, -610.6163024902344]","[286.3242244720459, 682.0730590820312, -822.1104431152344]","[518.5113000869751, 701.4932250976562, -657.4992370605469]","[295.0736117362976, 669.0830230712891, -883.8721466064453]","[512.4078369140625, 693.1373596191406, -656.0780334472656]","[303.05187463760376, 663.9823150634766, -856.0801696777344]","[504.1311836242676, 698.2473754882812, -619.8450088500977]","[303.14356327056885, 668.1447601318359, -817.7102661132812]","[364.05940532684326, 822.2230529785156, 61.445298194885254]","[304.2053747177124, 810.5379486083984, -61.08482360839844]","[403.97977352142334, 837.7831268310547, -619.6365737915039]","[295.5360460281372, 809.9256134033203, -719.1316986083984]","[363.05763244628906, 935.4947662353516, -329.7833251953125]","[282.52492904663086, 922.4903869628906, -412.4348831176758]","[348.6650061607361, 945.7131958007812, -304.8210144042969]","[279.79909658432007, 932.0698547363281, -389.86087799072266]","[384.94832038879395, 969.0370178222656, -469.25060272216797]","[268.16768646240234, 955.0035095214844, -558.5555648803711]",squat
422,"[389.4348192214966, 649.0486145019531, -377.2359848022461]","[394.57234382629395, 639.8477935791016, -341.9501495361328]","[397.4747085571289, 640.3901672363281, -342.0145797729492]","[400.4156970977783, 640.9661865234375, -341.98463439941406]","[382.8320789337158, 636.877555847168, -355.24009704589844]","[377.3790407180786, 635.5649566650391, -355.4014205932617]","[372.20005989074707, 634.5289993286133, -355.3889465332031]","[402.18981742858887, 644.4850158691406, -149.64130401611328]","[364.785361289978, 635.9293365478516, -209.79747772216797]","[391.89558506011963, 661.3127136230469, -305.2493476867676]","[379.0518808364868, 658.7431335449219, -322.3439025878906]","[419.1049003601074, 709.432373046875, -20.867490768432617]","[316.63074016571045, 685.1954650878906, -173.39920043945312]","[473.13467502593994, 753.8245391845703, -196.71695709228516]","[259.53513622283936, 721.6331481933594, -454.35279846191406]","[503.1564474105835, 720.1246643066406, -505.19527435302734]","[287.54889965057373, 686.6388702392578, -713.9659118652344]","[516.894850730896, 706.7565155029297, -540.3636169433594]","[296.804838180542, 674.4766235351562, -762.4261474609375]","[509.79472160339355, 698.2270812988281, -533.2687759399414]","[303.9937162399292, 670.6990051269531, -728.5307312011719]","[501.63286685943604, 703.0305480957031, -510.8810043334961]","[303.99287939071655, 674.5461273193359, -706.1836242675781]","[363.8829803466797, 826.7152404785156, 61.75862789154053]","[303.4802770614624, 816.5941619873047, -61.40620708465576]","[404.43132877349854, 838.3393859863281, -510.9455871582031]","[295.43060302734375, 812.8573608398438, -616.1132431030273]","[363.1995105743408, 935.6089782714844, -304.68761444091797]","[282.061550617218, 922.6795959472656, -373.3861541748047]","[349.26549911499023, 945.8426666259766, -286.35631561279297]","[280.4432988166809, 933.3058166503906, -350.97076416015625]","[384.85618114471436, 969.1569519042969, -416.2071228027344]","[268.16880226135254, 955.147705078125, -494.0238571166992]",squat
423,"[389.4869613647461, 653.7268829345703, -395.3316116333008]","[394.66160774230957, 644.7342681884766, -359.0926742553711]","[397.42690086364746, 645.2466583251953, -359.15897369384766]","[400.24420738220215, 645.8360290527344, -359.14188385009766]","[383.4691572189331, 641.9429779052734, -373.7388229370117]","[378.158597946167, 640.4724884033203, -373.8912582397461]","[373.0021905899048, 639.1704177856445, -373.8682556152344]","[401.3202667236328, 649.1382598876953, -160.91211318969727]","[364.7072124481201, 639.9699020385742, -227.22349166870117]","[391.6673183441162, 664.6876525878906, -321.6368103027344]","[379.2310953140259, 661.5673828125, -340.74588775634766]","[417.59634017944336, 713.7232971191406, -23.554067611694336]","[315.11808156967163, 687.4037933349609, -186.8214988708496]","[472.30915546417236, 759.5042419433594, -199.9260139465332]","[259.0964341163635, 727.9917907714844, -469.29176330566406]","[501.9045639038086, 725.9776306152344, -515.2012252807617]","[288.1719446182251, 692.3451232910156, -742.3719787597656]","[516.2836933135986, 711.0246276855469, -552.0637512207031]","[296.9945025444031, 680.6922912597656, -793.4269714355469]","[509.7325801849365, 702.6571655273438, -547.0650100708008]","[303.98311614990234, 676.3283538818359, -760.7678985595703]","[501.7586088180542, 708.3982849121094, -522.0351409912109]","[304.10799980163574, 680.1433563232422, -734.7347259521484]","[363.23676109313965, 829.4868469238281, 62.77646064758301]","[302.45693922042847, 819.9677276611328, -62.49582767486572]","[404.69581604003906, 838.6703491210938, -488.5175323486328]","[294.4634413719177, 816.8605041503906, -607.3396682739258]","[363.2585620880127, 934.8995971679688, -216.58811569213867]","[281.5272116661072, 923.1103515625, -327.00801849365234]","[349.5253300666809, 944.6272277832031, -190.7088851928711]","[278.8232445716858, 933.7866973876953, -301.7310905456543]","[383.4928035736084, 969.7944641113281, -316.57283782958984]","[268.1567645072937, 957.4525451660156, -442.6796340942383]",squat
424,"[389.16033267974854, 657.2483825683594, -373.26900482177734]","[394.4287919998169, 647.7521514892578, -338.39683532714844]","[397.21095085144043, 648.358154296875, -338.453369140625]","[400.00813007354736, 649.0084838867188, -338.43013763427734]","[383.4042263031006, 645.1206207275391, -351.7674255371094]","[378.0672311782837, 643.8447570800781, -351.91768646240234]","[372.79958724975586, 642.7325439453125, -351.89292907714844]","[401.0916996002197, 653.2376861572266, -148.31583976745605]","[364.20750617980957, 644.6879577636719, -209.5125961303711]","[391.4551877975464, 667.5108337402344, -302.8421974182129]","[378.8038730621338, 664.7758483886719, -320.2602767944336]","[417.761607170105, 718.3250427246094, -16.17328405380249]","[314.76070404052734, 691.6448211669922, -179.33759689331055]","[471.96038246154785, 763.5584259033203, -195.46850204467773]","[259.194860458374, 732.4108123779297, -459.6001434326172]","[501.10105991363525, 729.3009185791016, -502.6468276977539]","[288.9774227142334, 696.2654113769531, -723.4470367431641]","[516.3148927688599, 715.6835174560547, -537.4079132080078]","[297.4113178253174, 685.3766632080078, -770.7410430908203]","[510.3632640838623, 707.7963256835938, -531.1261749267578]","[304.1590905189514, 680.9719848632812, -737.3304748535156]","[502.10437774658203, 712.1788787841797, -508.8362121582031]","[304.44778203964233, 684.4019317626953, -715.1139068603516]","[362.663369178772, 833.3696746826172, 62.95524597167969]","[301.7207908630371, 823.6759948730469, -62.70569324493408]","[405.39005756378174, 838.2912445068359, -473.26263427734375]","[293.22348833084106, 819.7553253173828, -583.2201766967773]","[363.4097099304199, 934.2516326904297, -202.5762939453125]","[281.28572702407837, 923.311767578125, -298.7002754211426]","[349.6647620201111, 943.2987213134766, -176.5583038330078]","[278.0172085762024, 934.2463684082031, -272.56731033325195]","[382.3897075653076, 970.3242492675781, -296.9995880126953]","[268.2116961479187, 959.332275390625, -402.66517639160156]",squat
425,"[388.55385303497314, 660.7862854003906, -411.12430572509766]","[394.04590129852295, 651.1319732666016, -373.72188568115234]","[396.9133758544922, 651.7841339111328, -373.7868881225586]","[399.76673126220703, 652.4904632568359, -373.7614059448242]","[382.95979499816895, 648.5140228271484, -386.97425842285156]","[377.64490127563477, 647.2779846191406, -387.12162017822266]","[372.42939949035645, 646.1686706542969, -387.0974349975586]","[401.04899883270264, 656.8232727050781, -159.76091384887695]","[363.770112991333, 648.4248352050781, -228.61148834228516]","[391.1544370651245, 670.7302856445312, -335.0661087036133]","[378.2273054122925, 667.7761077880859, -352.5364303588867]","[417.65599250793457, 720.4057312011719, -33.14056634902954]","[314.7208571434021, 693.9122772216797, -183.73348236083984]","[470.64236640930176, 764.7975921630859, -220.2057647705078]","[259.4661283493042, 734.3683624267578, -475.8000183105469]","[500.1049518585205, 735.2665710449219, -554.7817993164062]","[289.2098307609558, 700.8177185058594, -763.4657287597656]","[516.2188053131104, 719.5204162597656, -594.2179489135742]","[297.41846323013306, 689.0660095214844, -815.5619812011719]","[510.7371425628662, 711.7961883544922, -590.3746795654297]","[304.11428689956665, 684.5584869384766, -784.3540954589844]","[502.29260444641113, 716.7799377441406, -562.3865127563477]","[304.4964909553528, 688.052978515625, -756.7442321777344]","[362.5906276702881, 834.0103912353516, 62.49744415283203]","[301.5505886077881, 824.1298675537109, -62.21024036407471]","[407.12825775146484, 837.7813720703125, -505.67344665527344]","[292.2611117362976, 819.2874908447266, -611.5411376953125]","[363.72835636138916, 933.5861968994141, -200.27786254882812]","[281.21508836746216, 922.6077270507812, -323.3433532714844]","[349.7579312324524, 942.8327941894531, -171.19441986083984]","[279.83864307403564, 932.5071716308594, -298.6618423461914]","[382.3367500305176, 970.3223419189453, -302.5482368469238]","[268.4150719642639, 959.6614837646484, -455.1355743408203]",squat
426,"[388.4314155578613, 662.0471954345703, -487.06180572509766]","[393.9795970916748, 652.0622253417969, -448.51417541503906]","[396.8289613723755, 652.7134704589844, -448.6033248901367]","[399.6753215789795, 653.4391784667969, -448.5902404785156]","[383.0774259567261, 649.5210266113281, -459.9620819091797]","[377.8273344039917, 648.2945251464844, -460.1002502441406]","[372.64912605285645, 647.2026062011719, -460.0714111328125]","[400.8932590484619, 657.6699066162109, -234.9016571044922]","[363.84718894958496, 649.5361328125, -288.715763092041]","[391.110577583313, 671.3986968994141, -408.3870315551758]","[378.26966285705566, 668.8791656494141, -423.50879669189453]","[417.7698040008545, 720.7186126708984, -89.53166007995605]","[314.4122314453125, 692.1804046630859, -228.69970321655273]","[470.3795528411865, 764.3537139892578, -292.86285400390625]","[259.65195178985596, 734.195556640625, -516.3640594482422]","[498.5627031326294, 738.2133483886719, -628.7868881225586]","[289.2000675201416, 701.81640625, -819.9588775634766]","[515.6818056106567, 721.8434143066406, -672.0640563964844]","[297.03458547592163, 690.0807952880859, -874.5067596435547]","[510.3492307662964, 714.2589569091797, -668.0633544921875]","[303.8629961013794, 684.8064422607422, -839.0776062011719]","[501.274995803833, 719.6562194824219, -636.0602569580078]","[304.33422803878784, 688.7784576416016, -811.9552612304688]","[362.64594554901123, 834.0866088867188, 58.99411201477051]","[301.64809226989746, 823.9633941650391, -58.82035255432129]","[408.09629917144775, 837.5301361083984, -576.1128616333008]","[290.97094774246216, 818.9268493652344, -687.3173522949219]","[363.803973197937, 933.4601593017578, -217.0822525024414]","[281.22504472732544, 920.9370422363281, -332.17411041259766]","[349.7796893119812, 942.8578186035156, -185.4985237121582]","[282.03848361968994, 931.0043334960938, -305.2792739868164]","[382.33413219451904, 970.3185272216797, -337.4058151245117]","[268.5198926925659, 959.2704772949219, -476.9963073730469]",squat
427,"[388.36652755737305, 659.7462463378906, -448.03760528564453]","[393.90904426574707, 649.8428344726562, -411.81636810302734]","[396.74059867858887, 650.4264068603516, -411.8929672241211]","[399.5584201812744, 651.0276794433594, -411.87755584716797]","[382.9948139190674, 647.2816467285156, -421.37855529785156]","[377.7927875518799, 646.1833190917969, -421.5214538574219]","[372.6372814178467, 645.3470611572266, -421.4949417114258]","[400.75841903686523, 655.1914215087891, -221.55221939086914]","[363.90748500823975, 648.2486724853516, -260.6078338623047]","[391.1721611022949, 669.6104431152344, -376.94297790527344]","[378.2197952270508, 666.8995666503906, -389.0933609008789]","[417.99811363220215, 720.6217193603516, -78.29158306121826]","[314.0984773635864, 690.9544372558594, -215.66932678222656]","[469.95258808135986, 764.3807220458984, -276.3182830810547]","[259.36652183532715, 733.7318420410156, -495.8829116821289]","[497.800612449646, 737.9441833496094, -574.9907302856445]","[289.09408807754517, 700.7399749755859, -780.0917053222656]","[515.339298248291, 721.6065979003906, -612.5360870361328]","[296.71385765075684, 688.0400085449219, -831.2869262695312]","[509.9625635147095, 714.7334289550781, -607.7804183959961]","[303.61475229263306, 684.2352294921875, -796.8102264404297]","[501.16920948028564, 718.8675689697266, -581.4437866210938]","[304.1603136062622, 688.0869293212891, -771.6921234130859]","[362.645001411438, 834.1140747070312, 58.13870429992676]","[301.4836835861206, 824.1150665283203, -58.00236701965332]","[408.6893892288208, 837.3381042480469, -536.1900329589844]","[290.75029850006104, 818.7241363525391, -654.1067504882812]","[363.8072347640991, 933.4223175048828, -194.41587448120117]","[281.2357521057129, 920.4130554199219, -318.6402130126953]","[349.7678017616272, 942.8540802001953, -163.3412742614746]","[283.4391760826111, 930.0288391113281, -291.17889404296875]","[381.87056064605713, 970.3493499755859, -300.6986427307129]","[268.68885040283203, 959.0960693359375, -448.55518341064453]",squat
428,"[388.332839012146, 656.0802459716797, -421.7654800415039]","[393.89488220214844, 646.1490631103516, -384.2520523071289]","[396.79347038269043, 646.6831970214844, -384.32254791259766]","[399.5596647262573, 647.1549987792969, -384.30747985839844]","[382.6962947845459, 643.6894226074219, -394.71797943115234]","[377.462682723999, 642.5762176513672, -394.8573303222656]","[372.3755407333374, 641.7027282714844, -394.8346710205078]","[400.75987815856934, 651.3002777099609, -191.7177963256836]","[363.9172697067261, 645.0289154052734, -234.71416473388672]","[391.2400960922241, 666.7707061767578, -350.71075439453125]","[377.9722595214844, 664.2067718505859, -363.6714553833008]","[418.18779945373535, 717.4952697753906, -56.4685583114624]","[314.02946949005127, 689.2448425292969, -203.0364227294922]","[470.10849952697754, 762.0948791503906, -251.2830352783203]","[259.35418367385864, 731.0678863525391, -485.9033203125]","[498.3583402633667, 732.4703979492188, -555.6875991821289]","[289.00463104248047, 699.0238189697266, -764.3839263916016]","[515.5460214614868, 718.033447265625, -592.184944152832]","[296.6603422164917, 685.4432678222656, -815.5316925048828]","[510.1425075531006, 711.1943054199219, -587.392692565918]","[303.4531760215759, 681.1649322509766, -780.1898956298828]","[501.4676856994629, 714.9424743652344, -562.4072265625]","[304.01071071624756, 685.5964660644531, -755.584716796875]","[362.09787368774414, 833.1260681152344, 58.13465118408203]","[301.07924938201904, 823.5005187988281, -57.99626350402832]","[408.6184072494507, 836.7461395263672, -509.84371185302734]","[290.39358615875244, 818.5467529296875, -609.1556167602539]","[363.8404941558838, 933.4658050537109, -179.18420791625977]","[281.2549138069153, 920.340576171875, -277.6214790344238]","[349.8809266090393, 942.8239440917969, -148.82959365844727]","[282.80877113342285, 930.5568695068359, -249.26904678344727]","[381.87193393707275, 970.3898620605469, -282.4239730834961]","[268.7406921386719, 958.7735748291016, -398.1703186035156]",squat
429,"[388.7446117401123, 652.1139526367188, -458.6802673339844]","[394.02783393859863, 642.3262786865234, -417.2093200683594]","[396.84582710266113, 642.8299713134766, -417.3183059692383]","[399.6524477005005, 643.2890319824219, -417.3237991333008]","[383.28380584716797, 639.8854827880859, -432.1908187866211]","[378.0538845062256, 638.6997604370117, -432.3443603515625]","[372.94451236724854, 637.7158737182617, -432.33116149902344]","[400.63512325286865, 647.1176147460938, -204.1646385192871]","[364.181113243103, 640.5765533447266, -268.04174423217773]","[391.3464403152466, 662.9991149902344, -379.8748779296875]","[377.9951333999634, 661.0344696044922, -398.8218688964844]","[418.07154178619385, 713.9818572998047, -56.31821155548096]","[314.10680294036865, 685.60546875, -227.86115646362305]","[470.1270818710327, 758.2313537597656, -254.23078536987305]","[259.3682813644409, 726.6478729248047, -520.9776306152344]","[498.7987804412842, 727.7629089355469, -573.5457229614258]","[288.75093698501587, 693.9352416992188, -807.0963287353516]","[515.7055807113647, 713.9852142333984, -604.8186492919922]","[296.5313172340393, 680.7206726074219, -864.9375915527344]","[510.31266689300537, 707.2877502441406, -604.3095016479492]","[303.3488059043884, 676.3996124267578, -824.4657897949219]","[501.6714906692505, 710.9396362304688, -581.6782760620117]","[303.8981223106384, 680.7962799072266, -796.5841674804688]","[360.9863233566284, 830.994873046875, 61.81895732879639]","[300.63655614852905, 821.0984802246094, -61.65959358215332]","[408.3409595489502, 836.7015075683594, -526.6184234619141]","[290.48203468322754, 814.5832824707031, -679.6540069580078]","[363.86813163757324, 933.5334777832031, -191.44994735717773]","[281.2709856033325, 919.3943786621094, -319.9452018737793]","[349.92010831832886, 942.9008483886719, -160.56995391845703]","[282.8602910041809, 930.5595397949219, -288.3970832824707]","[382.5616693496704, 970.225830078125, -313.3082962036133]","[268.9069890975952, 956.9931793212891, -468.17394256591797]",squat
430,"[388.9724922180176, 650.4017639160156, -509.3696975708008]","[394.1765785217285, 640.7373046875, -466.85611724853516]","[396.93015575408936, 641.3142395019531, -466.96956634521484]","[399.6995687484741, 641.8623352050781, -466.9756317138672]","[383.2995128631592, 638.3724975585938, -480.29422760009766]","[378.1116485595703, 637.3059844970703, -480.44532775878906]","[372.98935890197754, 636.4936065673828, -480.4242706298828]","[400.6866645812988, 646.7285919189453, -240.8885383605957]","[364.38920974731445, 640.2475738525391, -300.16651153564453]","[391.37351989746094, 661.2908172607422, -425.3152847290039]","[378.09632778167725, 658.8047790527344, -442.62107849121094]","[418.17286491394043, 711.7340087890625, -83.21741104125977]","[314.24020528793335, 684.5908355712891, -241.41639709472656]","[470.8715343475342, 756.6728973388672, -318.8557434082031]","[259.4449496269226, 723.3506774902344, -540.8214569091797]","[500.1829719543457, 725.8727264404297, -704.5348358154297]","[288.4694766998291, 689.295654296875, -862.8890228271484]","[515.9312295913696, 713.0248260498047, -757.1043395996094]","[296.4731454849243, 676.1656951904297, -928.2661437988281]","[510.6640577316284, 705.7321929931641, -753.6167907714844]","[303.40219259262085, 671.7500305175781, -895.3311920166016]","[502.88329124450684, 709.632568359375, -713.4721374511719]","[303.88076305389404, 676.6376495361328, -856.1024475097656]","[361.22167110443115, 829.7068786621094, 58.40460777282715]","[300.8583641052246, 819.8516845703125, -58.30874443054199]","[408.1102466583252, 835.0041961669922, -622.3567199707031]","[290.60837745666504, 811.3538360595703, -712.6512908935547]","[364.25200939178467, 933.5810852050781, -258.08746337890625]","[281.3240933418274, 919.2753601074219, -346.2508010864258]","[350.1759910583496, 942.9110717773438, -226.68581008911133]","[283.3176827430725, 931.0283660888672, -316.9357109069824]","[382.5768184661865, 970.0758361816406, -413.29532623291016]","[269.28200483322144, 955.9483337402344, -526.9128036499023]",squat
431,"[389.393105506897, 640.3777313232422, -532.006950378418]","[394.44939136505127, 631.7287063598633, -489.94773864746094]","[397.11177349090576, 632.4167633056641, -490.0624084472656]","[399.7770309448242, 632.9520797729492, -490.06324768066406]","[383.4825038909912, 628.6080932617188, -502.9090118408203]","[378.2639980316162, 627.3816680908203, -503.0499267578125]","[373.23599338531494, 626.5045928955078, -503.01719665527344]","[400.7352876663208, 636.4353179931641, -260.9103202819824]","[364.6579885482788, 628.7091827392578, -318.67090225219727]","[391.685471534729, 652.1942901611328, -446.9365692138672]","[378.18164348602295, 648.7807464599609, -463.7047576904297]","[418.12647342681885, 703.2139587402344, -103.89501571655273]","[314.37405824661255, 680.3458404541016, -253.91782760620117]","[470.92329025268555, 746.8515014648438, -352.1519470214844]","[260.4099225997925, 713.2239532470703, -573.6598205566406]","[502.3221731185913, 718.3936309814453, -754.3488311767578]","[290.5825424194336, 669.6025085449219, -918.2328796386719]","[516.4478874206543, 705.1264953613281, -809.2236328125]","[298.49881410598755, 656.0707092285156, -985.8795928955078]","[511.9897127151489, 697.6494598388672, -807.3365020751953]","[305.0614285469055, 654.2372131347656, -953.1977844238281]","[504.90018367767334, 703.6946105957031, -764.3717956542969]","[305.310423374176, 658.6440277099609, -912.2970581054688]","[362.4198246002197, 826.0270690917969, 52.40767955780029]","[301.0142755508423, 816.0319519042969, -52.22370624542236]","[407.967209815979, 834.7364044189453, -666.2686920166016]","[290.8907389640808, 810.3521728515625, -744.5155334472656]","[364.2367744445801, 933.6188507080078, -264.87998962402344]","[281.3814926147461, 919.1961669921875, -347.18135833740234]","[350.0483179092407, 942.9178619384766, -230.7444953918457]","[283.39611053466797, 931.2162017822266, -317.0595169067383]","[382.60454177856445, 970.0412750244141, -417.7296447753906]","[269.39605236053467, 955.6893920898438, -523.7253189086914]",squat
432,"[391.856746673584, 628.2680130004883, -556.0320281982422]","[396.42693042755127, 618.9198684692383, -512.8030776977539]","[398.7145757675171, 619.39697265625, -512.9181671142578]","[401.1132001876831, 619.9275588989258, -512.917594909668]","[386.6686248779297, 616.7646408081055, -526.2611770629883]","[381.78975105285645, 615.7108306884766, -526.4154052734375]","[376.7430782318115, 614.7557830810547, -526.3800811767578]","[400.87287425994873, 623.8310623168945, -277.2138977050781]","[366.40013694763184, 617.1842575073242, -335.65223693847656]","[393.47023487091064, 638.3304977416992, -468.06541442871094]","[380.9227752685547, 635.5014801025391, -485.03814697265625]","[418.158016204834, 693.0580902099609, -124.10534858703613]","[314.67418670654297, 672.6620483398438, -267.1501922607422]","[472.76942253112793, 734.5068359375, -403.74622344970703]","[260.96649169921875, 699.439697265625, -623.1127548217773]","[505.3660726547241, 706.5465545654297, -826.7733001708984]","[290.72933435440063, 651.6445159912109, -990.1897430419922]","[518.7413263320923, 690.9917449951172, -886.7096710205078]","[298.5655903816223, 638.2178497314453, -1061.7222595214844]","[514.6140718460083, 682.7253723144531, -881.3845825195312]","[305.42601585388184, 637.6431274414062, -1025.1637268066406]","[507.9224967956543, 688.9591979980469, -836.3272857666016]","[305.311861038208, 642.9548645019531, -983.7232208251953]","[364.3906259536743, 817.9320526123047, 45.20753860473633]","[301.8917226791382, 808.4346008300781, -44.93812561035156]","[407.306227684021, 833.4548187255859, -709.2327117919922]","[290.98541021347046, 806.8821716308594, -776.3674926757812]","[364.3720865249634, 933.0887603759766, -296.612606048584]","[281.55227422714233, 919.0115356445312, -378.20446014404297]","[350.0585103034973, 942.2434234619141, -261.5521049499512]","[283.4498190879822, 931.2438201904297, -348.48304748535156]","[382.64612674713135, 969.9787139892578, -465.10841369628906]","[269.4088411331177, 955.7058715820312, -576.9002914428711]",squat
433,"[392.55476474761963, 616.7104339599609, -456.1091995239258]","[397.7242612838745, 606.764030456543, -420.71346282958984]","[399.9542713165283, 607.1388626098633, -420.81886291503906]","[402.2391700744629, 607.5739288330078, -420.8111572265625]","[387.84647941589355, 604.6774291992188, -429.6159362792969]","[383.11261653900146, 603.70361328125, -429.75807189941406]","[378.31395149230957, 602.9164505004883, -429.74693298339844]","[401.77873134613037, 611.6457366943359, -222.91120529174805]","[368.7037467956543, 605.8937454223633, -262.1656036376953]","[394.3254089355469, 626.2639617919922, -381.8387222290039]","[381.3917112350464, 623.7394332885742, -393.45462799072266]","[418.5539960861206, 681.4604187011719, -113.54021072387695]","[316.51772260665894, 658.2691192626953, -208.06886672973633]","[473.75261306762695, 723.3673858642578, -355.23258209228516]","[263.33001136779785, 685.8956909179688, -552.4332809448242]","[508.1389617919922, 694.6946716308594, -697.7198028564453]","[290.7989430427551, 637.130241394043, -858.798828125]","[520.9307384490967, 678.0364227294922, -733.5427856445312]","[299.2811608314514, 622.3516845703125, -912.4126434326172]","[515.4150867462158, 668.3656311035156, -723.0414581298828]","[306.63137912750244, 621.6970062255859, -868.6946105957031]","[509.7587585449219, 673.0755615234375, -701.0255432128906]","[305.86358070373535, 626.8497467041016, -847.9335021972656]","[365.5729866027832, 807.3839569091797, 38.73836040496826]","[302.6632332801819, 797.7611541748047, -38.40615272521973]","[405.7095193862915, 832.0037078857422, -649.0477752685547]","[291.0433888435364, 805.8356475830078, -702.4725341796875]","[364.4306230545044, 932.2412109375, -296.8658256530762]","[281.93917751312256, 918.7588500976562, -370.64064025878906]","[350.0129985809326, 940.9201049804688, -266.03532791137695]","[283.74069929122925, 931.2078094482422, -340.0675582885742]","[382.5993490219116, 969.9237060546875, -441.5625]","[269.3369793891907, 955.6684875488281, -561.1834716796875]",squat
